"id","price_doc"
30474,5526956.85842629
30475,8616411.70954927
30476,5031443.9189872
30477,6699732.71745583
30478,5441230.8492787
30479,8384800.04455438
30480,6823388.8828305
30481,6823388.8828305
30482,5261826.0619461
30483,4805799.75746223
30484,5552436.02875885
30485,5123717.33001205
30486,4357809.62114274
30487,4536982.12788962
30488,6823388.8828305
30489,6823388.8828305
30490,6823388.8828305
30491,6823388.8828305
30492,5988001.26083463
30493,10834187.1527143
30494,6741902.87907019
30495,9780137.65953555
30496,6823388.8828305
30497,6823388.8828305
30498,4805257.20076396
30499,8213836.58765804
30500,8914030.53823144
30501,6706737.40662925
30502,3707597.75593197
30503,6492181.80950142
30504,5818608.62467735
30505,10282975.8911064
30506,6823388.8828305
30507,6823388.8828305
30508,6823388.8828305
30509,6225499.32505107
30510,7258302.7212556
30511,6667818.57465358
30512,6717826.88099778
30513,6823388.8828305
30514,4450749.37527335
30515,7601154.14788642
30516,6823388.8828305
30517,9579125.41829121
30518,6596131.78159434
30519,5166074.17575637
30520,5942578.4666499
30521,5754133.37454835
30522,6823388.8828305
30523,6211248.75188781
30524,7211940.50200249
30525,9088176.98080697
30526,4707051.84921782
30527,5366104.20194701
30528,7174337.75774302
30529,6392569.5646685
30530,5697761.6745018
30531,12076419.1632996
30532,5292178.85163904
30533,8820731.31611629
30534,6979497.08472485
30535,7257444.4538
30536,6108724.93448002
30537,10315464.1702381
30538,4989400.24098817
30539,6823388.8828305
30540,7915834.48119939
30541,7604869.14939118
30542,6823388.8828305
30543,5464545.8542574
30544,8129629.78598744
30545,7816081.5113984
30546,4671389.61721347
30547,7738506.17454437
30548,5278549.25787772
30549,5828654.76788042
30550,9957623.68907307
30551,5303364.00560653
30552,2696195.81708318
30553,9063909.9031459
30554,10465947.2246189
30555,6823388.8828305
30556,7301525.34008747
30557,6823388.8828305
30558,9051217.35644137
30559,5456034.75844718
30560,5988430.78187705
30561,6863387.80500809
30562,6823388.8828305
30563,6823388.8828305
30564,6815373.79989244
30565,8559971.70040262
30566,8039359.15399945
30567,6823388.8828305
30568,9103246.09567002
30569,9297521.29871858
30570,6525372.68906556
30571,5865065.27139524
30572,6823388.8828305
30573,6114393.44711272
30574,6101282.31300833
30575,6823388.8828305
30576,6823388.8828305
30577,5023979.47692006
30578,6823388.8828305
30579,6867444.02346722
30580,5721243.33029578
30581,5338291.64871714
30582,9240310.43090016
30583,7159292.1499157
30584,4734735.52824814
30585,6823388.8828305
30586,8582559.1361437
30587,6823388.8828305
30588,6557924.78959583
30589,7623706.00342677
30590,12082169.0096084
30591,5548290.1254219
30592,6086779.7172882
30593,10056947.2834524
30594,10664975.0003977
30595,5769494.94145311
30596,6823388.8828305
30597,6061627.60028623
30598,7604724.34644754
30599,10227691.3668359
30600,6823388.8828305
30601,6101393.60354469
30602,2677356.57229805
30603,10886012.078209
30604,4973147.31747634
30605,5916687.29033903
30606,19393572.7960959
30607,7130560.77157119
30608,7943469.61327986
30609,6823388.8828305
30610,3682363.00393042
30611,6823388.8828305
30612,6574058.82432253
30613,7985014.44492064
30614,14350611.4831123
30615,7414571.89420089
30616,6823388.8828305
30617,8224231.79669416
30618,5523215.19943738
30619,6823388.8828305
30620,3413628.23691903
30621,8765026.77938757
30622,8884450.59016646
30623,6008179.66446135
30624,7047931.41656188
30625,6823388.8828305
30626,7506237.15787544
30627,7777540.31181539
30628,5789697.56044861
30629,5634500.95268296
30630,6823388.8828305
30631,6823388.8828305
30632,4051299.09524894
30633,6032288.28185769
30634,10383313.4762006
30635,7842701.46798844
30636,5545621.62706497
30637,7657497.95505275
30638,5574986.47794471
30639,6862336.47597124
30640,6823388.8828305
30641,9510770.85134908
30642,5592817.73649226
30643,7071498.383969
30644,7658318.37514955
30645,6697864.96392826
30646,5498527.29309164
30647,5021875.19615909
30648,20896840.6835624
30649,6823388.8828305
30650,4898060.67040389
30651,3552274.23398783
30652,5310253.04419102
30653,6823388.8828305
30654,6823388.8828305
30655,8571810.14026408
30656,6823388.8828305
30657,6359947.0418935
30658,6823388.8828305
30659,6823388.8828305
30660,8187206.31807637
30661,6823388.8828305
30662,7563902.85590562
30663,21013229.0815208
30664,6823388.8828305
30665,6823388.8828305
30666,6823388.8828305
30667,6823388.8828305
30668,7694259.39691728
30669,6823388.8828305
30670,3406511.13007881
30671,7284784.5955757
30672,10229439.9420956
30673,8147083.02871815
30674,10863273.4531974
30675,6823388.8828305
30676,7115078.52163874
30677,4884738.77935951
30678,14239919.3086473
30679,6216168.57227916
30680,6823388.8828305
30681,6823388.8828305
30682,7168099.80070286
30683,8378621.77604166
30684,5952824.11042016
30685,6725997.10954711
30686,6823388.8828305
30687,4992433.86835661
30688,4740642.42037926
30689,7087836.28073827
30690,22175324.8854925
30691,5243090.76323125
30692,6573263.76070706
30693,8037433.81796891
30694,5700754.96873792
30695,6113349.24548658
30696,7931447.85349994
30697,10129580.5034157
30698,7226282.56918775
30699,5793809.57239867
30700,4910015.24276113
30701,7602765.53116382
30702,6220979.91950999
30703,3744308.06135029
30704,7996570.09795972
30705,7400927.60404375
30706,17749548.3946566
30707,6823388.8828305
30708,11933343.7930689
30709,5268401.85332659
30710,6918017.79374086
30711,4539199.59291533
30712,4838555.56945658
30713,6145590.45026439
30714,6796401.86679874
30715,6823388.8828305
30716,8380499.17482584
30717,5689016.3605437
30718,10022360.0720984
30719,14247801.3843645
30720,7207328.89184191
30721,5060659.93067463
30722,7141823.99001665
30723,6633804.518647
30724,9086640.61132611
30725,7312281.77114977
30726,10007747.4896004
30727,7965876.96479085
30728,9099916.63294022
30729,4131619.03504483
30730,6239867.12416554
30731,7044404.43412432
30732,4857247.77886619
30733,10715474.322169
30734,6007864.04056108
30735,5655506.73292489
30736,6823388.8828305
30737,7718556.9279775
30738,6022579.04069997
30739,2814004.71330653
30740,6560055.12087408
30741,9261507.56615058
30742,6823388.8828305
30743,5179879.87835868
30744,8308773.89518158
30745,7395579.94613632
30746,5845025.81986259
30747,12555032.2457605
30748,13057722.0724949
30749,5779201.89281626
30750,5723575.80408608
30751,5622352.68811696
30752,7653194.46743002
30753,7797497.87635818
30754,5504490.46379849
30755,6823388.8828305
30756,6823388.8828305
30757,5974342.84237411
30758,8116642.51400908
30759,6365702.83961977
30760,4604229.0466538
30761,7611960.79771056
30762,6823388.8828305
30763,9058221.72354327
30764,6873395.37636716
30765,5489035.13590812
30766,6823388.8828305
30767,6823388.8828305
30768,5172445.24225296
30769,7102374.87789562
30770,6823388.8828305
30771,3292185.60487422
30772,9188385.62244416
30773,9373135.16269032
30774,5932142.96725527
30775,10697623.5677853
30776,5588745.7751753
30777,7052198.5381718
30778,8243429.24591819
30779,6687653.85380646
30780,7116996.61157016
30781,5808282.04054006
30782,5573859.6640254
30783,6823388.8828305
30784,6823388.8828305
30785,4828936.67366365
30786,4940580.99401907
30787,7419626.11327759
30788,5962793.33462456
30789,7385160.18331157
30790,6815508.57601663
30791,8449480.55445817
30792,6073759.57398515
30793,10840301.4042274
30794,11127101.3581219
30795,7971820.87940023
30796,11185389.8198608
30797,11706465.6632973
30798,3535750.00941215
30799,8022277.90531835
30800,15122159.1884576
30801,6823388.8828305
30802,15264772.5525265
30803,6823388.8828305
30804,4200099.9814054
30805,13604301.7341946
30806,6177037.81624114
30807,6381922.0656812
30808,8462514.89198474
30809,4517448.12158719
30810,8958472.69104759
30811,4688411.75996126
30812,5380843.98151304
30813,5006619.12595718
30814,6823388.8828305
30815,4592696.16902589
30816,8743795.46542021
30817,2690921.36704331
30818,7641795.9909133
30819,8506545.35152129
30820,4985329.96093461
30821,16936929.4753158
30822,7662826.05799192
30823,6295073.20966206
30824,4518127.68358572
30825,5635071.58682916
30826,6823388.8828305
30827,5969269.90674599
30828,6338567.00383918
30829,5838724.30225258
30830,7681963.16274158
30831,6823388.8828305
30832,5914954.01605571
30833,5718862.6141277
30834,4663643.53854276
30835,7765321.87942742
30836,7259716.38772274
30837,5353592.82018813
30838,4935469.42478418
30839,6072877.28472754
30840,11606148.5171057
30841,8458099.68922931
30842,6556741.58438514
30843,5732208.83243615
30844,10687051.3726591
30845,8503771.06554834
30846,5191222.27166975
30847,6580577.85938201
30848,9020316.9030504
30849,4527461.14668729
30850,6823388.8828305
30851,6823388.8828305
30852,7582679.15539936
30853,4384367.06882025
30854,6312404.27048973
30855,6459931.94565144
30856,7231705.42422457
30857,3291590.04188107
30858,6823388.8828305
30859,6823388.8828305
30860,5789699.54563062
30861,7488385.47043778
30862,6536845.25384762
30863,6428788.39495021
30864,6823388.8828305
30865,7904260.62803417
30866,6823388.8828305
30867,6342127.24320794
30868,7791343.81130031
30869,5278804.67436019
30870,6043965.29618278
30871,6892863.94936554
30872,6823388.8828305
30873,6823388.8828305
30874,6823388.8828305
30875,5871596.67309559
30876,4978220.79416912
30877,9426499.51802131
30878,6823388.8828305
30879,6823388.8828305
30880,6928256.47196876
30881,6823388.8828305
30882,6823388.8828305
30883,4404699.09000364
30884,6823388.8828305
30885,5801493.13347402
30886,8950522.86111888
30887,6414710.73603324
30888,5647992.79751595
30889,5674777.96995864
30890,7011586.71140323
30891,6823388.8828305
30892,6823388.8828305
30893,6823388.8828305
30894,6395011.18468682
30895,5343508.63840249
30896,5089782.74145416
30897,8684063.60293566
30898,6686767.57052446
30899,5433971.80371053
30900,4049316.71469906
30901,5846251.48083246
30902,6823388.8828305
30903,5971378.80158286
30904,7177374.31789707
30905,6823388.8828305
30906,6245104.05146557
30907,10725503.4424184
30908,4055509.91875069
30909,11666312.7002025
30910,7041625.67896718
30911,4894131.85752835
30912,6113304.55353513
30913,12332781.5329001
30914,5568730.49247941
30915,9541210.18028246
30916,6823388.8828305
30917,7752870.23450685
30918,6510351.33344524
30919,6823388.8828305
30920,5267067.49832311
30921,6823388.8828305
30922,5873521.72233017
30923,6823388.8828305
30924,6823388.8828305
30925,13744675.2969734
30926,5947698.60900374
30927,7806974.05812897
30928,5344001.45345445
30929,6823388.8828305
30930,9032695.70551788
30931,6823388.8828305
30932,5163449.94427328
30933,5476952.65971756
30934,10106960.9258138
30935,6092428.60814145
30936,5722402.04480502
30937,9037848.88843673
30938,2266931.81901879
30939,6823388.8828305
30940,5699600.31355591
30941,6180739.78993441
30942,3934338.13094031
30943,6823388.8828305
30944,6823388.8828305
30945,5028701.67567066
30946,14107460.5083615
30947,6823388.8828305
30948,7132894.91963029
30949,5726544.23156017
30950,6482767.57110038
30951,13507895.0737073
30952,6823388.8828305
30953,8095839.65101402
30954,4531584.72953989
30955,6328567.32877915
30956,6385314.34788406
30957,6225190.71977101
30958,26083281.5268316
30959,7665922.4859357
30960,7692247.28549717
30961,8365919.86168092
30962,9075303.93839426
30963,6823388.8828305
30964,5188906.02784251
30965,6500386.548157
30966,11863978.7179982
30967,9522604.07328653
30968,4309117.72486135
30969,3712589.85980588
30970,6823388.8828305
30971,10234425.7746386
30972,3836904.2965208
30973,6823388.8828305
30974,4924948.58939166
30975,8462882.53996964
30976,5390162.99556505
30977,5712108.76680512
30978,7717320.60244187
30979,6823388.8828305
30980,6823388.8828305
30981,6823388.8828305
30982,6566328.85128561
30983,4200342.84584756
30984,6823388.8828305
30985,6823388.8828305
30986,8128096.62655371
30987,8588436.01646788
30988,6299218.81443946
30989,7674070.98178533
30990,9401453.98879373
30991,8754600.45463566
30992,3360274.26049569
30993,7067221.63342307
30994,5773446.20384182
30995,6500114.60856194
30996,6251724.80319345
30997,6823388.8828305
30998,7538019.01943784
30999,6495767.91097289
31000,7347466.0864094
31001,6823388.8828305
31002,8861002.70923323
31003,7481045.41180771
31004,6823388.8828305
31005,3073827.37182452
31006,6506916.58094132
31007,6023458.52648432
31008,6823388.8828305
31009,6402997.8354589
31010,6304694.10353272
31011,6823388.8828305
31012,6823388.8828305
31013,7112155.69677327
31014,12394898.4695488
31015,7687001.79129879
31016,6823388.8828305
31017,7292921.30671744
31018,6148919.49517997
31019,4960978.33504812
31020,6823388.8828305
31021,9656886.91824826
31022,6823388.8828305
31023,7888014.94074553
31024,5212420.47090166
31025,6046921.62922005
31026,6290138.92579812
31027,6823388.8828305
31028,5437677.61041424
31029,8538748.00297731
31030,6823388.8828305
31031,7444047.73390984
31032,8151935.14516589
31033,6823388.8828305
31034,6821254.63786986
31035,6823388.8828305
31036,6646875.28055665
31037,21734549.0641123
31038,4707292.01344224
31039,7195502.71152343
31040,6915523.36845948
31041,4829621.74084314
31042,6823388.8828305
31043,6163764.44084129
31044,10038363.8264948
31045,6128634.62454843
31046,6823388.8828305
31047,8452400.94231235
31048,6094372.02483953
31049,6177197.47725622
31050,8355494.95579161
31051,5934079.81896308
31052,6823388.8828305
31053,15739043.6479722
31054,7303719.81873983
31055,5430505.30533056
31056,10306751.2073707
31057,5907931.01160222
31058,6823388.8828305
31059,3560592.76929525
31060,6823388.8828305
31061,7418513.29162579
31062,7074320.46309889
31063,6823388.8828305
31064,6823388.8828305
31065,8562570.13529248
31066,5513255.10706579
31067,8905263.39879248
31068,6823388.8828305
31069,5352092.65776819
31070,4558785.51102185
31071,6823388.8828305
31072,7178761.96352966
31073,6823388.8828305
31074,5741692.20235365
31075,6823388.8828305
31076,6714401.59901139
31077,5836206.25457368
31078,4708412.30746127
31079,6823388.8828305
31080,6257546.30104677
31081,3416362.43563448
31082,9782758.89820894
31083,4406913.46686618
31084,7244217.84164395
31085,9924167.24794644
31086,3459236.67690121
31087,5681725.09251948
31088,8250802.81478697
31089,5830542.42212053
31090,18246085.2480432
31091,6823388.8828305
31092,6807729.90339813
31093,6823388.8828305
31094,5753333.20611244
31095,5216528.85867589
31096,17814331.7641971
31097,10078788.8119635
31098,10496740.6212271
31099,11671331.1588214
31100,5147400.84775399
31101,5013593.91882137
31102,6325112.55671952
31103,10583566.9661958
31104,5781209.62623775
31105,6680271.23570003
31106,6823388.8828305
31107,13283349.3836669
31108,6352771.37590539
31109,6823388.8828305
31110,6995527.09114354
31111,10902892.9693976
31112,5782199.12741141
31113,6823388.8828305
31114,4934482.81790825
31115,5204300.63667511
31116,6227035.18865171
31117,6774163.56946046
31118,6823388.8828305
31119,3663362.16787162
31120,5550268.88348084
31121,7686674.86366662
31122,6376284.30707811
31123,6823388.8828305
31124,5275942.81400105
31125,6823388.8828305
31126,15134147.203909
31127,6200008.25250501
31128,5857678.68214489
31129,5251321.64462964
31130,9263495.88197784
31131,7687271.93173942
31132,7696909.1870153
31133,7541549.74362141
31134,6509114.20781075
31135,9076242.98800951
31136,9166095.85864367
31137,4621211.74717327
31138,6823388.8828305
31139,4274763.08605996
31140,7350358.40995313
31141,6615362.34420894
31142,7558588.90910225
31143,4759576.61620107
31144,3930618.21063085
31145,5581416.62656007
31146,5599713.10421488
31147,11521435.8756839
31148,6823388.8828305
31149,6823388.8828305
31150,6823388.8828305
31151,5664284.5315939
31152,9255892.04405037
31153,5061870.9427744
31154,11584820.4809565
31155,6508088.81923204
31156,9939051.16617862
31157,6823388.8828305
31158,8087559.28162247
31159,6823388.8828305
31160,6712089.39538474
31161,4073098.7631225
31162,5313757.64408043
31163,5769959.69720008
31164,6823388.8828305
31165,6823388.8828305
31166,6121674.56243466
31167,6495241.43183463
31168,8116773.32477422
31169,9095621.37600713
31170,5218008.44493645
31171,12400830.0151406
31172,4916195.76568644
31173,8219642.90238878
31174,7623334.29403522
31175,11530556.2435854
31176,4973834.71541248
31177,6823388.8828305
31178,4824663.44785596
31179,5212182.81183505
31180,4675663.63935446
31181,7105456.51905933
31182,6122818.42294886
31183,6823388.8828305
31184,5764598.63921117
31185,6823388.8828305
31186,7995076.25070288
31187,3947791.4308871
31188,6823388.8828305
31189,5124629.2518521
31190,6586623.77013886
31191,10885625.7768594
31192,6823388.8828305
31193,6823388.8828305
31194,6823388.8828305
31195,6573483.54514343
31196,5492102.3081505
31197,11255078.610989
31198,6425660.95377124
31199,6134395.91825741
31200,6823388.8828305
31201,6823388.8828305
31202,4295447.03816609
31203,7646606.74725221
31204,6823388.8828305
31205,6823388.8828305
31206,5477054.57780724
31207,4768353.76169566
31208,6900735.7349685
31209,6823388.8828305
31210,6823388.8828305
31211,7366961.56913744
31212,6823388.8828305
31213,9863433.4262873
31214,6183410.70144454
31215,6823388.8828305
31216,6823388.8828305
31217,7101418.79470989
31218,6823388.8828305
31219,6823388.8828305
31220,5587232.26751368
31221,3935892.58103406
31222,6378656.07590571
31223,7509404.76982412
31224,6638097.18269237
31225,6823388.8828305
31226,6853869.90386348
31227,7177495.33151818
31228,11751270.1859119
31229,5648105.80462287
31230,6411226.9690524
31231,4515525.99558254
31232,5977554.8601127
31233,5631837.30035349
31234,5340509.00951649
31235,6823388.8828305
31236,7109172.76617436
31237,9759585.70174053
31238,6257148.08574991
31239,9869617.46124776
31240,7511703.98726902
31241,5575867.68213424
31242,6823388.8828305
31243,4413329.45028907
31244,7328199.2800833
31245,8128543.54452131
31246,7984855.55653958
31247,5178189.6118055
31248,7752440.3229267
31249,7787270.52896937
31250,6373834.16133257
31251,7027280.24345407
31252,6982549.29920079
31253,7857165.35350483
31254,6507694.77005106
31255,11174921.960596
31256,6335240.15273397
31257,4907952.09681326
31258,8939012.73832497
31259,8521177.90401375
31260,7286493.00067118
31261,18176223.3189226
31262,6823388.8828305
31263,6745625.6357678
31264,4013579.6321908
31265,8960467.35966662
31266,7112270.56292258
31267,6823388.8828305
31268,5032904.32031277
31269,7590829.69504359
31270,6823388.8828305
31271,5730959.49705114
31272,11444478.1791067
31273,7378173.25094206
31274,5279543.94677652
31275,6823388.8828305
31276,5816267.53105109
31277,6584991.41698924
31278,9991005.8410349
31279,11286234.6285911
31280,9596504.47524283
31281,6823388.8828305
31282,9800137.89837454
31283,6823388.8828305
31284,4919594.06040066
31285,4743715.09028781
31286,7447257.70180326
31287,7929112.51695726
31288,6823388.8828305
31289,6823388.8828305
31290,6823388.8828305
31291,6468772.80832278
31292,6823388.8828305
31293,6823388.8828305
31294,4269879.86595783
31295,13630505.0623667
31296,7301283.22917523
31297,6732099.88177931
31298,4043147.18171355
31299,7600230.68026471
31300,7468283.41142026
31301,6823388.8828305
31302,5683779.57711242
31303,7234207.24256123
31304,6716342.09487588
31305,11086563.2175269
31306,3481722.13201084
31307,7208071.91881884
31308,7968485.26395587
31309,7906018.43516615
31310,6823388.8828305
31311,5701700.31418521
31312,5925401.35136857
31313,11439598.2307206
31314,5791148.81329407
31315,7946482.67252939
31316,6823388.8828305
31317,12776089.9620984
31318,8795228.3033771
31319,5908386.9230655
31320,5799870.9955439
31321,8406477.65233917
31322,6823388.8828305
31323,7678523.59891873
31324,6862289.16755495
31325,6645416.80178791
31326,6332724.66331717
31327,7323758.00379687
31328,11587140.1202986
31329,5370276.17600029
31330,9513486.46663143
31331,8425799.82022608
31332,5331583.28300487
31333,5021575.79306158
31334,6823388.8828305
31335,6834322.22755556
31336,7385632.44410271
31337,6492846.353895
31338,4250716.59919577
31339,4518355.03541953
31340,6986546.3308598
31341,7557759.4768792
31342,5801789.93606904
31343,6823388.8828305
31344,3953824.86185704
31345,4874163.12699053
31346,3976464.80061359
31347,6823388.8828305
31348,11369007.351938
31349,10084330.0530205
31350,3764073.06346975
31351,5826264.15212611
31352,8486560.43834318
31353,6823388.8828305
31354,6934016.16860369
31355,12730438.6039974
31356,4937982.24371374
31357,5201495.52232683
31358,3343427.27748755
31359,6438793.31593968
31360,6823388.8828305
31361,5263504.43602453
31362,8225506.16205617
31363,4933461.99679216
31364,4343487.56528465
31365,3834968.16201686
31366,6831017.06546594
31367,8448025.14076766
31368,6504738.58306658
31369,4602362.84129647
31370,8545175.78337495
31371,8422728.24846003
31372,6614420.74965005
31373,5039035.52104179
31374,6838790.07772876
31375,5426379.96325877
31376,6097675.19797906
31377,8393240.54335947
31378,6617923.04203405
31379,6823388.8828305
31380,4851563.48007537
31381,6890273.86461383
31382,5812292.34033768
31383,8350506.08126807
31384,23622864.5546352
31385,11965229.561292
31386,7038526.77409737
31387,12015879.8185986
31388,5496840.01867056
31389,6823388.8828305
31390,8095940.76438374
31391,5066285.64453997
31392,10307475.4633823
31393,8566720.88818859
31394,5936332.25992747
31395,3961327.38028154
31396,7825977.89915481
31397,5996321.93474702
31398,6823388.8828305
31399,9721974.71793293
31400,5825240.46643803
31401,9012144.97660986
31402,8754761.23886717
31403,5200081.76900303
31404,5641506.25240516
31405,6823388.8828305
31406,6823388.8828305
31407,3784316.41475923
31408,7360221.96955625
31409,1377158.15588478
31410,10162146.4308921
31411,7675259.23445756
31412,9577162.11198963
31413,7670316.4107814
31414,4728812.71751848
31415,11454184.3692994
31416,6823388.8828305
31417,5608037.46955791
31418,7773905.65296837
31419,8063879.70564561
31420,7631647.77319245
31421,8142986.72461128
31422,6932717.06431102
31423,7349640.43721229
31424,29046670.3700549
31425,5613737.60614076
31426,4903127.34083122
31427,5412473.89551323
31428,7697537.67826151
31429,11401329.3415983
31430,4945664.62000365
31431,6823388.8828305
31432,6823388.8828305
31433,5758805.8687186
31434,4059904.94906519
31435,9844240.77695533
31436,7123846.83994556
31437,10389909.2741591
31438,7866106.80587505
31439,18127853.7760916
31440,7172009.66875677
31441,6890934.93817153
31442,6823388.8828305
31443,13185738.9273929
31444,6705748.9984104
31445,10021507.8127592
31446,9984001.99525366
31447,5777695.13005927
31448,8209259.81546306
31449,7240696.89081393
31450,6107105.16752942
31451,7593953.96321889
31452,8569570.47783169
31453,6823388.8828305
31454,6139182.05554593
31455,7708823.10954044
31456,6823388.8828305
31457,4966655.99238692
31458,13628267.891234
31459,7571135.15087916
31460,5339927.68381396
31461,5303400.41056169
31462,3547671.62020685
31463,6823388.8828305
31464,8140292.13551153
31465,6309258.47581602
31466,35479039.238158
31467,6823388.8828305
31468,12655305.3972297
31469,6823388.8828305
31470,5146222.45566004
31471,6823388.8828305
31472,3368383.70410458
31473,8124159.18715995
31474,4354378.38890338
31475,7000877.74668784
31476,18124774.0692957
31477,7590702.64133604
31478,5255008.85582862
31479,5980891.25433521
31480,7405066.94634786
31481,8001635.6772452
31482,8733671.69365998
31483,8860968.98302698
31484,6823388.8828305
31485,3533278.2135442
31486,6823388.8828305
31487,5216461.41116068
31488,10650479.4517328
31489,7335014.07649141
31490,5355840.61164866
31491,6708405.12084096
31492,7266301.70562708
31493,7924668.078043
31494,5028555.83163902
31495,6823388.8828305
31496,7567497.41107945
31497,4571177.83954978
31498,7412044.71262799
31499,11180691.2512504
31500,8719840.23379085
31501,7526874.98062535
31502,8301900.69006522
31503,5296996.09667119
31504,8576494.28409157
31505,11188453.0587228
31506,7205864.1178918
31507,5937707.76675095
31508,7073778.83338229
31509,5538720.5608239
31510,6295883.70827849
31511,4997442.8601877
31512,6823388.8828305
31513,20163688.1288388
31514,6823388.8828305
31515,2941730.73050493
31516,13847452.0520814
31517,5922611.64443232
31518,7500528.17607289
31519,6188546.95775374
31520,4829109.27334382
31521,4718042.83830945
31522,6823388.8828305
31523,7269915.93141476
31524,6823388.8828305
31525,10767734.8061457
31526,6288700.84575728
31527,8584993.57491316
31528,5107961.64114701
31529,5767940.15345095
31530,5456824.36816894
31531,8267764.72759069
31532,6823388.8828305
31533,12916179.1042174
31534,7085623.72447034
31535,6823388.8828305
31536,8437986.41462179
31537,4821571.27445893
31538,4892728.38240144
31539,4020444.1380643
31540,7231584.29538509
31541,6823388.8828305
31542,5157643.3985711
31543,4036821.65915962
31544,6823388.8828305
31545,8107337.12774639
31546,10913434.5110422
31547,6882086.8416071
31548,6480654.92545004
31549,6823388.8828305
31550,5312408.97804108
31551,6143337.84789695
31552,6460246.36453513
31553,6464815.76016233
31554,6797150.04737804
31555,6823388.8828305
31556,6101039.01512212
31557,6374636.70712015
31558,7957052.96701715
31559,6823388.8828305
31560,6357462.92155673
31561,6823388.8828305
31562,6823388.8828305
31563,4102291.58605603
31564,7575981.59822894
31565,6823139.5320574
31566,6234976.29869882
31567,6823388.8828305
31568,7316760.0223905
31569,6082921.0141551
31570,7309448.29014293
31571,5893827.70622883
31572,3710780.98331182
31573,5258020.83167623
31574,10060786.4498656
31575,6823388.8828305
31576,9047466.43815832
31577,4299606.99883545
31578,6472838.91945473
31579,5423965.1132338
31580,6744962.27463103
31581,5699266.31710537
31582,7180023.86504132
31583,8053263.82032517
31584,4283734.10609641
