DomesticG,RDate,PBudget,WorldwideG,Title
"$760,507,625",12/18/2009,"$425,000,000","$2,783,918,982",Avatar
"$936,662,225",12/18/2015,"$306,000,000","$2,058,662,225",Star Wars Ep. VII: The Force Awakens
"$309,420,425",5/24/2007,"$300,000,000","$963,420,425",Pirates of the Caribbean: At Worlds End
"$200,074,175",11/6/2015,"$300,000,000","$879,620,923",Spectre
"$448,139,099",7/20/2012,"$275,000,000","$1,084,439,099",The Dark Knight Rises
"$89,302,115",7/2/2013,"$275,000,000","$260,002,115",The Lone Ranger
"$73,058,679",3/9/2012,"$275,000,000","$282,778,100",John Carter
"$200,821,936",11/24/2010,"$260,000,000","$586,581,936",Tangled
"$336,530,303",5/4/2007,"$258,000,000","$890,875,303",Spider-Man 3
"$459,005,868",5/1/2015,"$250,000,000","$1,404,705,868",Avengers: Age of Ultron
"$408,084,349",5/6/2016,"$250,000,000","$1,151,684,349",Captain America: Civil War
"$330,360,194",3/25/2016,"$250,000,000","$868,160,194",Batman v Superman: Dawn of Justice
"$303,003,568",12/14/2012,"$250,000,000","$1,017,003,568",The Hobbit: An Unexpected Journey
"$301,959,197",7/15/2009,"$250,000,000","$935,083,686",Harry Potter and the Half-Blood Prince
"$258,366,855",12/13/2013,"$250,000,000","$960,366,855",The Hobbit: The Desolation of Smaug
"$255,119,788",12/17/2014,"$250,000,000","$955,119,788",The Hobbit: The Battle of the Five Armies
"$241,063,875",5/20/2011,"$250,000,000","$1,045,663,875",Pirates of the Caribbean: On Stranger Tides
"$165,767,175",4/14/2017,"$250,000,000","$910,718,600",The Fate of the Furious
"$200,120,000",6/28/2006,"$232,000,000","$374,085,065",Superman Returns
"$169,368,427",11/14/2008,"$230,000,000","$591,692,078",Quantum of Solace
"$623,279,547",5/4/2012,"$225,000,000","$1,519,479,547",The Avengers
"$423,315,812",7/7/2006,"$225,000,000","$1,066,215,812",Pirates of the Caribbean: Dead Mans Chest
"$291,045,518",6/14/2013,"$225,000,000","$667,999,518",Man of Steel
"$141,621,490",5/16/2008,"$225,000,000","$417,341,288",The Chronicles of Narnia: Prince Caspian
"$262,030,663",7/3/2012,"$220,000,000","$757,890,267",The Amazing Spider-Man
"$652,198,010",6/12/2015,"$215,000,000","$1,671,640,593",Jurassic World
"$179,020,854",5/25/2012,"$215,000,000","$654,213,485",Men in Black 3
"$402,111,870",6/24/2009,"$210,000,000","$836,519,699",Transformers: Revenge of the Fallen
"$245,439,076",6/27/2014,"$210,000,000","$1,104,039,076",Transformers: Age of Extinction
"$234,362,462",5/26/2006,"$210,000,000","$459,359,555",X-Men: The Last Stand
"$105,269,730",5/14/2010,"$210,000,000","$322,241,588",Robin Hood
"$65,233,400",5/18/2012,"$209,000,000","$305,218,228",Battleship
"$218,080,025",12/14/2005,"$207,000,000","$550,517,357",King Kong
"$70,107,728",12/1/2007,"$205,000,000","$367,262,558",The Golden Compass
"$658,672,302",12/19/1997,"$200,000,000","$2,207,615,668",Titanic
"$532,134,274",12/16/2016,"$200,000,000","$1,050,945,438",Rogue One: A Star Wars Story
"$486,295,561",6/17/2016,"$200,000,000","$1,022,617,376",Finding Dory
"$415,004,880",6/18/2010,"$200,000,000","$1,069,818,229",Toy Story 3
"$408,992,272",5/3/2013,"$200,000,000","$1,215,392,272",Iron Man 3
"$373,524,485",6/30/2004,"$200,000,000","$783,705,001",Spider-Man 2
"$334,191,110",3/5/2010,"$200,000,000","$1,025,491,110",Alice in Wonderland
"$304,360,277",11/8/2012,"$200,000,000","$1,110,526,981",Skyfall
"$268,488,329",6/21/2013,"$200,000,000","$743,588,329",Monsters University
"$234,770,996",3/8/2013,"$200,000,000","$490,359,051",Oz the Great and Powerful
"$233,921,534",5/23/2014,"$200,000,000","$747,862,775",X-Men: Days of Future Past
"$202,853,933",5/2/2014,"$200,000,000","$708,996,336",The Amazing Spider-Man 2
"$191,450,875",6/24/2011,"$200,000,000","$560,155,383",Cars 2
"$172,062,763",12/17/2010,"$200,000,000","$397,562,763",Tron: Legacy
"$166,112,167",11/13/2009,"$200,000,000","$788,408,539",2012
"$125,322,469",5/21/2009,"$200,000,000","$365,491,792",Terminator Salvation
"$116,601,172",6/17/2011,"$200,000,000","$231,201,172",Green Lantern
"$90,759,676",5/28/2010,"$200,000,000","$314,594,597",Prince of Persia: Sands of Time
"$352,390,543",6/29/2011,"$195,000,000","$1,123,790,543",Transformers: Dark of the Moon
"$65,187,603",3/1/2013,"$195,000,000","$197,687,603",Jack the Giant Slayer
"$351,032,910",4/3/2015,"$190,000,000","$1,516,748,684",Furious 7
"$228,778,661",5/15/2013,"$190,000,000","$467,381,584",Star Trek Into Darkness
"$202,359,711",6/21/2013,"$190,000,000","$531,514,650",World War Z
"$144,840,419",5/10/2013,"$190,000,000","$351,040,419",The Great Gatsby
"$137,855,863",11/6/2009,"$190,000,000","$315,709,697",Disney's A Christmas Carol
"$101,802,906",7/12/2013,"$190,000,000","$411,002,906",Pacific Rim
"$123,087,120",11/25/2015,"$187,500,000","$334,342,692",The Good Dinosaur
"$318,604,126",5/2/2008,"$186,000,000","$584,604,126",Iron Man
"$533,345,358",7/18/2008,"$185,000,000","$1,002,891,358",The Dark Knight
"$317,023,851",5/22/2008,"$185,000,000","$786,558,145",Indiana Jones and the Kingdom of the Crystal Skull
"$237,282,182",6/22/2012,"$185,000,000","$554,606,532",Brave
"$164,024,451",3/10/2017,"$185,000,000","$557,178,006",Kong: Skull Island
"$158,848,340",7/22/2016,"$185,000,000","$336,398,312",Star Trek Beyond
"$291,710,957",12/9/2005,"$180,000,000","$720,539,572","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
"$241,407,328",5/30/2014,"$180,000,000","$758,536,735",Maleficent
"$234,037,575",11/18/2016,"$180,000,000","$803,798,342",Fantastic Beasts and Where to Find Them
"$223,808,164",6/27/2008,"$180,000,000","$532,590,994",WALL-E
"$140,125,968",8/10/2007,"$180,000,000","$256,585,882",Rush Hour 3
"$126,643,061",7/1/2016,"$180,000,000","$349,143,061",The Legend of Tarzan
"$73,864,507",11/23/2011,"$180,000,000","$180,047,784",Hugo
$0,7/21/2017,"$180,000,000",$0,Valerian and the City of a Thousand Planets
"$47,482,519",2/6/2015,"$179,000,000","$181,982,519",Jupiter Ascending
"$155,442,489",5/27/2016,"$178,000,000","$542,742,489",X-Men: Apocalypse
"$100,206,256",6/6/2014,"$178,000,000","$370,541,256",Edge of Tomorrow
"$364,001,123",4/15/2016,"$175,000,000","$963,901,123",The Jungle Book
"$356,461,711",6/19/2015,"$175,000,000","$853,707,581",Inside Out
"$325,100,054",8/5/2016,"$175,000,000","$746,100,054",Suicide Squad
"$293,004,164",5/29/2009,"$175,000,000","$731,542,621",Up
"$198,351,526",3/27/2009,"$175,000,000","$381,687,380",Monsters vs. Aliens
"$150,201,498",8/7/2009,"$175,000,000","$302,469,017",G.I. Joe: The Rise of Cobra
"$113,805,681",6/30/1999,"$175,000,000","$221,229,335",Wild Wild West
"$102,491,776",8/1/2008,"$175,000,000","$405,760,225",The Mummy: Tomb of the Dragon Emperor
"$100,289,690",6/22/2007,"$175,000,000","$174,131,329",Evan Almighty
"$88,246,220",7/28/1995,"$175,000,000","$264,246,220",Waterworld
"$38,362,475",12/25/2013,"$175,000,000","$151,716,815",47 Ronin
$0,12/31/2020,"$175,000,000",$0,Singularity
"$333,172,112",8/1/2014,"$170,000,000","$771,172,112",Guardians of the Galaxy
"$312,433,331",5/7/2010,"$170,000,000","$623,561,331",Iron Man 2
"$259,746,958",4/4/2014,"$170,000,000","$714,401,889",Captain America: The Winter Soldier
"$208,545,589",7/11/2014,"$170,000,000","$710,644,566",Dawn of the Planet of the Apes
"$194,949,659",11/10/2004,"$170,000,000","$319,090,241",The Polar Express
"$155,136,755",6/1/2012,"$170,000,000","$401,021,746",Snow White and the Huntsman
"$150,358,296",7/1/2003,"$170,000,000","$433,058,296",Terminator 3: Rise of the Machines
"$120,150,546",5/7/2004,"$170,000,000","$300,150,546",Van Helsing
"$93,436,322",5/22/2015,"$170,000,000","$205,336,322",Tomorrowland
"$77,042,381",5/27/2016,"$170,000,000","$277,442,381",Alice Through the Looking Glass
"$238,736,787",5/21/2010,"$165,000,000","$756,244,673",Shrek Forever After
"$232,641,920",11/4/2016,"$165,000,000","$677,541,920",Doctor Strange
"$222,527,828",11/7/2014,"$165,000,000","$652,127,828",Big Hero 6
"$217,581,231",3/26/2010,"$165,000,000","$494,870,991",How to Train Your Dragon
"$189,412,677",11/2/2012,"$165,000,000","$496,511,521",Wreck-It Ralph
"$188,017,894",11/5/2014,"$165,000,000","$665,417,894",Interstellar
"$103,144,286",6/24/2016,"$165,000,000","$387,644,286",Independence Day: Resurgence
"$100,240,551",7/29/2011,"$163,000,000","$175,910,315",Cowboys and Aliens
"$471,421,288",3/17/2017,"$160,000,000","$1,100,467,633",Beauty and the Beast
"$322,719,944",5/17/2007,"$160,000,000","$807,330,936",Shrek the Third
"$292,576,195",7/16/2010,"$160,000,000","$832,584,416",Inception
"$281,723,902",11/20/2015,"$160,000,000","$650,523,427",The Hunger Games: Mockingjay - Part 2
"$238,679,850",5/24/2013,"$160,000,000","$789,300,444",Fast and Furious 6
"$200,676,069",5/16/2014,"$160,000,000","$529,076,069",Godzilla
"$146,408,305",6/3/2011,"$160,000,000","$355,408,305",X-Men: First Class
"$127,509,326",12/25/2008,"$160,000,000","$329,809,326",The Curious Case of Benjamin Button
"$63,150,991",7/14/2010,"$160,000,000","$217,986,320",The Sorcerer's Apprentice
"$60,674,817",5/12/2006,"$160,000,000","$181,674,817",Poseidon
"$47,225,655",6/10/2016,"$160,000,000","$433,125,655",Warcraft
"$61,433,527",9/30/2016,"$156,000,000","$113,611,666",Deepwater Horizon
"$104,386,950",12/10/2010,"$155,000,000","$418,186,950",The Chronicles of Narnia: The Voyage of the Dawn Treader
"$89,760,956",7/1/2015,"$155,000,000","$440,160,956",Terminator: Genisys
"$34,297,191",11/24/2004,"$155,000,000","$167,297,191",Alexander
"$198,539,855",5/25/2001,"$151,500,000","$449,239,855",Pearl Harbor
"$319,246,193",7/2/2007,"$151,000,000","$708,272,592",Transformers
"$400,738,009",11/22/2013,"$150,000,000","$1,274,234,980",Frozen
"$341,268,248",3/4/2016,"$150,000,000","$1,019,922,983",Zootopia
"$292,004,738",7/11/2007,"$150,000,000","$942,943,935",Harry Potter and the Order of the Phoenix
"$290,013,036",11/18/2005,"$150,000,000","$896,911,078",Harry Potter and the Goblet of Fire
"$281,553,689",5/15/2003,"$150,000,000","$738,576,929",The Matrix Reloaded
"$256,393,010",12/14/2007,"$150,000,000","$585,532,684",I am Legend
"$248,753,725",11/23/2016,"$150,000,000","$639,553,725",Moana
"$227,946,274",7/1/2008,"$150,000,000","$624,234,272",Hancock
"$206,459,076",7/15/2005,"$150,000,000","$475,825,484",Charlie and the Chocolate Factory
"$206,445,654",6/29/2007,"$150,000,000","$626,549,695",Ratatouille
"$206,362,140",11/8/2013,"$150,000,000","$644,602,516",Thor: The Dark World
"$205,343,774",6/15/2005,"$150,000,000","$359,142,722",Batman Begins
"$195,042,377",7/31/2015,"$150,000,000","$700,868,363",Mission: ImpossibleRogue Nation
"$181,030,624",5/6/2011,"$150,000,000","$449,326,618",Thor
"$180,010,950",11/7/2008,"$150,000,000","$599,516,844",Madagascar: Escape 2 Africa
"$179,883,157",5/1/2009,"$150,000,000","$374,825,760",X-Men Origins: Wolverine
"$177,243,721",5/22/2009,"$150,000,000","$402,231,063",Night at the Museum: Battle of the Smithsonian
"$165,249,063",5/26/2011,"$150,000,000","$664,837,547",Kung Fu Panda 2
"$153,636,354",5/15/2015,"$150,000,000","$370,742,166",Mad Max: Fury Road
"$139,270,910",11/5/2003,"$150,000,000","$427,300,260",The Matrix Revolutions
"$133,501,348",5/5/2006,"$150,000,000","$397,501,348",Mission: Impossible III
"$133,375,846",5/15/2009,"$150,000,000","$490,875,846",Angels & Demons
"$133,298,577",5/14/2004,"$150,000,000","$484,161,265",Troy
"$131,772,187",7/1/2010,"$150,000,000","$319,713,881",The Last Airbender
"$126,631,277",11/2/2007,"$150,000,000","$287,594,577",Bee Movie
"$119,436,770",7/24/2009,"$150,000,000","$292,817,841",G-Force
"$114,053,759",11/21/2008,"$150,000,000","$328,015,209",Bolt
"$83,670,083",3/30/2012,"$150,000,000","$305,270,083",Wrath of the Titans
"$82,195,215",11/16/2007,"$150,000,000","$194,995,215",Beowulf
"$79,727,149",5/11/2012,"$150,000,000","$238,202,668",Dark Shadows
"$73,103,784",6/28/2013,"$150,000,000","$205,440,387",White House Down
"$62,189,884",2/12/2010,"$150,000,000","$142,634,358",The Wolfman
"$45,157,105",2/17/2017,"$150,000,000","$331,857,105",The Great Wall
"$35,088,320",10/9/2015,"$150,000,000","$123,888,320",Pan
"$21,392,758",3/11/2011,"$150,000,000","$39,549,758",Mars Needs Moms
"$64,665,672",11/3/2006,"$149,000,000","$179,357,126",Flushed Away
"$216,391,482",6/8/2012,"$145,000,000","$746,921,271",Madagascar 3: Europe's Most Wanted
"$209,397,903",12/16/2011,"$145,000,000","$694,713,230",Mission: ImpossibleGhost Protocol
"$177,002,924",6/13/2014,"$145,000,000","$616,102,924",How to Train Your Dragon 2
"$171,091,819",6/16/1999,"$145,000,000","$448,191,819",Tarzan
"$111,506,430",3/7/2014,"$145,000,000","$269,806,430",Mr. Peabody & Sherman
"$103,412,758",11/21/2012,"$145,000,000","$306,900,902",Rise of the Guardians
"$68,671,925",4/8/2005,"$145,000,000","$121,671,925",Sahara
"$128,350,574",7/15/2016,"$144,000,000","$229,034,050",Ghostbusters
"$160,942,139",11/22/2002,"$142,000,000","$431,942,139",Die Another Day
"$257,730,019",5/8/2009,"$140,000,000","$385,680,446",Star Trek
"$201,578,182",7/1/1998,"$140,000,000","$554,600,000",Armageddon
"$190,418,803",7/3/2002,"$140,000,000","$441,767,803",Men in Black 2
"$176,654,505",7/22/2011,"$140,000,000","$370,569,776",Captain America: The First Avenger
"$143,528,619",1/29/2016,"$140,000,000","$518,614,384",Kung Fu Panda 3
"$130,444,603",7/10/1998,"$140,000,000","$285,400,000",Lethal Weapon 4
"$122,523,060",3/27/2013,"$140,000,000","$375,740,705",G.I. Joe: Retaliation
"$111,110,575",12/5/2003,"$140,000,000","$456,810,575",The Last Samurai
"$110,550,000",12/21/2005,"$140,000,000","$203,018,919",Fun With Dick And Jane
"$65,014,513",12/12/2014,"$140,000,000","$268,314,513",Exodus: Gods and Kings
"$55,483,770",7/1/2016,"$140,000,000","$154,105,658",The BFG
"$31,153,464",2/26/2016,"$140,000,000","$133,553,464",Gods of Egypt
"$403,706,375",5/3/2002,"$139,000,000","$821,706,375",Spider-Man
"$107,509,799",3/6/2009,"$138,000,000","$184,068,357",Watchmen
"$32,116,746",7/29/2005,"$138,000,000","$76,416,746",Stealth
"$134,806,913",6/13/2008,"$137,500,000","$263,417,913",The Incredible Hulk
"$132,177,234",6/20/2003,"$137,000,000","$245,229,234",Hulk
"$32,131,830",7/11/2001,"$137,000,000","$85,131,830",Final Fantasy: The Spirits Within
"$292,324,737",11/16/2012,"$136,200,000","$829,724,737","The Twilight Saga: Breaking Dawn, Part 2"
"$187,168,425",10/1/2012,"$135,000,000","$573,068,425",The Croods
"$183,637,894",12/25/2015,"$135,000,000","$532,950,503",The Revenant
"$126,930,660",11/19/1999,"$135,000,000","$361,730,660",The World is Not Enough
"$123,257,581",3/4/2011,"$135,000,000","$245,504,574",Rango
"$93,926,386",11/14/2003,"$135,000,000","$212,912,137",Master and Commander: The Far Side of the World
"$83,028,130",7/17/2013,"$135,000,000","$286,896,578",Turbo
"$82,051,601",6/3/2016,"$135,000,000","$244,451,601",Teenage Mutant Ninja Turtles: Out of the Shadows
"$64,006,466",11/18/2011,"$135,000,000","$157,956,466",Happy Feet Two
"$63,478,838",7/28/2006,"$135,000,000","$163,818,556",Miami Vice
"$234,280,354",6/29/2005,"$132,000,000","$606,836,535",War of the Worlds
"$83,350,911",11/26/2014,"$132,000,000","$367,650,911",Penguins of Madagascar
"$424,668,047",11/22/2013,"$130,000,000","$864,868,047",The Hunger Games: Catching Fire
"$249,538,952",6/4/2004,"$130,000,000","$796,688,549",Harry Potter and the Prisoner of Azkaban
"$227,471,070",8/3/2007,"$130,000,000","$442,161,562",The Bourne Ultimatum
"$215,434,591",6/6/2008,"$130,000,000","$631,910,531",Kung Fu Panda
"$180,202,163",7/17/2015,"$130,000,000","$518,602,163",Ant-Man
"$177,397,510",3/27/2015,"$130,000,000","$386,069,390",Home
"$149,260,504",10/28/2011,"$130,000,000","$554,987,477",Puss in Boots
"$148,415,853",11/5/2010,"$130,000,000","$321,887,208",Megamind
"$138,540,870",7/18/2003,"$130,000,000","$273,271,982",Bad Boys II
"$131,538,435",4/11/2014,"$130,000,000","$493,738,435",Rio 2
"$118,311,368",7/23/2010,"$130,000,000","$290,650,494",Salt
"$101,200,044",3/28/2014,"$130,000,000","$352,831,065",Noah
"$77,591,831",12/21/2011,"$130,000,000","$373,993,951",The Adventures of Tintin
"$60,522,097",5/31/2013,"$130,000,000","$251,499,665",After Earth
"$49,554,002",11/26/2008,"$130,000,000","$215,080,810",Australia
"$33,618,855",7/19/2013,"$130,000,000","$79,076,678",R.I.P.D.
"$281,287,133",11/18/2011,"$127,500,000","$689,420,051","The Twilight Saga: Breaking Dawn, Part 1"
"$137,748,063",5/19/2000,"$127,500,000","$356,148,063",Dinosaur
"$223,484,318",3/3/2017,"$127,000,000","$606,200,425",Logan
"$113,746,621",12/19/2014,"$127,000,000","$356,546,621",Night at the Museum: Secret of the Tomb
"$381,011,219",7/15/2011,"$125,000,000","$1,341,511,219",Harry Potter and the Deathly Hallows: Part II
"$337,135,885",11/21/2014,"$125,000,000","$766,652,288",The Hunger Games: Mockingjay - Part 1
"$317,575,550",11/16/2001,"$125,000,000","$974,755,371",Harry Potter and the Sorcerers Stone
"$305,411,224",7/9/2003,"$125,000,000","$634,954,103",Pirates of the Caribbean: The Curse of the Black Pearl
"$295,983,305",11/19/2010,"$125,000,000","$960,283,305",Harry Potter and the Deathly Hallows: Part I
"$217,536,138",5/19/2006,"$125,000,000","$767,820,459",The Da Vinci Code
"$214,949,694",5/2/2003,"$125,000,000","$407,711,549",X2
"$209,837,675",4/29/2011,"$125,000,000","$629,969,804",Fast Five
"$191,204,754",8/8/2014,"$125,000,000","$485,004,754",Teenage Mutant Ninja Turtles
"$186,848,418",12/16/2011,"$125,000,000","$535,663,443",Sherlock Holmes: A Game of Shadows
"$186,740,799",5/28/2004,"$125,000,000","$556,319,450",The Day After Tomorrow
"$163,214,888",4/1/2010,"$125,000,000","$493,214,888",Clash of the Titans
"$153,707,064",11/4/2016,"$125,000,000","$344,780,046",Trolls
"$136,314,294",5/19/1998,"$125,000,000","$376,000,000",Godzilla
"$126,477,084",6/8/2012,"$125,000,000","$402,448,265",Prometheus
"$113,203,870",8/10/2012,"$125,000,000","$280,355,920",The Bourne Legacy
"$107,325,195",6/20/1997,"$125,000,000","$238,317,814",Batman & Robin
"$58,877,969",8/3/2012,"$125,000,000","$211,856,088",Total Recall
"$54,647,948",12/21/2016,"$125,000,000","$240,497,948",Assassins Creed
"$33,370,166",1/13/2017,"$125,000,000","$61,681,268",Monster Trucks
"$32,698,899",8/27/1999,"$125,000,000","$61,698,899",The 13th Warrior
"$260,044,825",11/17/2000,"$123,000,000","$345,141,403",How the Grinch Stole Christmas
"$215,409,889",5/24/2000,"$120,000,000","$549,588,516",Mission: Impossible 2
"$182,618,434",6/30/2000,"$120,000,000","$328,711,434",The Perfect Storm
"$162,192,920",7/29/2016,"$120,000,000","$416,197,059",Jason Bourne
"$131,921,738",6/15/2007,"$120,000,000","$288,215,319",Fantastic Four: Rise of the Silver Surfer
"$124,987,022",11/21/2012,"$120,000,000","$607,987,022",Life of Pi
"$115,802,596",2/16/2007,"$120,000,000","$229,545,589",Ghost Rider
"$100,814,328",6/27/2003,"$120,000,000","$227,200,000",Charlie's Angels: Full Throttle
"$93,050,117",8/9/2013,"$120,000,000","$286,192,091",Elysium
"$89,107,235",4/19/2013,"$120,000,000","$287,916,633",Oblivion
"$83,139,087",3/24/2017,"$120,000,000","$132,425,591",Power Rangers
"$64,956,806",7/19/2002,"$120,000,000","$166,000,000",Stuart Little 2
"$58,607,007",2/12/2014,"$120,000,000","$242,981,799",RoboCop
"$57,712,751",6/11/2004,"$120,000,000","$107,212,751",The Chronicles of Riddick
"$56,117,548",8/7/2015,"$120,000,000","$167,117,548",Fantastic Four
"$43,945,766",5/9/2008,"$120,000,000","$93,394,462",Speed Racer
"$35,818,913",7/22/2005,"$120,000,000","$163,018,913",The Island
"$30,212,620",12/17/2010,"$120,000,000","$49,628,177",How Do You Know?
"$76,423,035",6/23/2010,"$117,000,000","$258,751,370",Knight and Day
"$474,544,677",5/19/1999,"$115,000,000","$1,027,044,677",Star Wars Ep. I: The Phantom Menace
"$380,270,577",5/19/2005,"$115,000,000","$848,998,877",Star Wars Ep. III: Revenge of the Sith
"$310,676,740",5/16/2002,"$115,000,000","$656,695,615",Star Wars Ep. II: Attack of the Clones
"$289,423,425",11/2/2001,"$115,000,000","$559,757,719","Monsters, Inc."
"$132,556,852",7/26/2013,"$115,000,000","$416,456,852",The Wolverine
"$67,163,857",2/7/1997,"$115,000,000","$178,200,000",Dante's Peak
"$48,003,015",4/22/2016,"$115,000,000","$165,149,302",The Huntsman: Winters War
"$40,914,068",6/14/2002,"$115,000,000","$77,628,265",Windtalkers
"$999,811",7/4/2008,"$113,500,000","$132,999,811",Astrix aux Jeux Olympiques
"$42,779,261",12/25/2010,"$112,000,000","$232,017,848",Gulliver's Travels
"$274,092,705",10/4/2013,"$110,000,000","$695,941,797",Gravity
"$250,863,268",12/22/2006,"$110,000,000","$579,446,407",Night at the Museum
"$186,336,279",6/10/2005,"$110,000,000","$486,124,090",Mr. and Mrs. Smith
"$155,190,832",5/29/2015,"$110,000,000","$469,590,832",San Andreas
"$142,614,158",7/29/2011,"$110,000,000","$563,749,323",The Smurfs
"$134,529,403",6/27/2007,"$110,000,000","$382,288,147",Live Free or Die Hard
"$130,179,072",3/20/2015,"$110,000,000","$295,279,072",The Divergent Series: Insurgent
"$125,531,634",12/10/2004,"$110,000,000","$362,989,076",Ocean's Twelve
"$125,304,276",12/19/1997,"$110,000,000","$339,504,276",Tomorrow Never Dies
"$113,330,342",6/28/2000,"$110,000,000","$215,300,000",The Patriot
"$106,580,051",3/7/2014,"$110,000,000","$330,780,051",300: Rise of an Empire
"$102,608,827",12/17/2004,"$110,000,000","$208,370,892",The Aviator
"$100,014,092",12/21/2016,"$110,000,000","$302,049,850",Passengers
"$98,780,042",1/14/2011,"$110,000,000","$229,155,503",The Green Hornet
"$87,242,834",9/30/2016,"$110,000,000","$296,642,834",Miss Peregrines Home for Peculiar Children
"$85,463,309",10/7/2011,"$110,000,000","$263,880,341",Real Steel
"$77,222,099",6/11/2010,"$110,000,000","$177,241,171",The A-Team
"$71,017,784",7/31/2013,"$110,000,000","$348,547,523",The Smurfs 2
"$66,184,051",3/18/2016,"$110,000,000","$171,484,051",The Divergent Series: Allegiant
"$65,452,312",6/12/2009,"$110,000,000","$152,364,370",The Taking of Pelham 123
"$61,737,191",11/1/2013,"$110,000,000","$127,983,283",Ender's Game
"$50,026,353",4/2/2004,"$110,000,000","$76,482,461",Home on the Range
"$48,097,081",6/13/1997,"$110,000,000","$150,468,000",Speed 2: Cruise Control
"$47,398,413",5/6/2005,"$110,000,000","$218,853,353",Kingdom of Heaven
"$39,205,877",3/31/2017,"$110,000,000","$161,281,065",Ghost in the Shell
"$24,004,159",6/16/2004,"$110,000,000","$72,004,159",Around the World in 80 Days
"$315,544,750",12/19/2001,"$109,000,000","$887,210,985",The Lord of the Rings: The Fellowship of the Ring
"$101,018,283",11/21/2003,"$109,000,000","$133,818,283",The Cat in the Hat
"$58,183,966",12/25/2001,"$109,000,000","$87,683,966",Ali
"$228,433,663",10/2/2015,"$108,000,000","$663,851,905",The Martian
"$144,801,023",7/16/2004,"$105,000,000","$348,629,585","I, Robot"
"$140,015,224",12/17/1999,"$105,000,000","$298,815,224",Stuart Little
"$104,400,899",11/25/2009,"$105,000,000","$270,997,378",The Princess and the Frog
"$94,784,201",3/7/2008,"$105,000,000","$269,065,678","10,000 B.C."
"$64,063,008",7/22/2016,"$105,000,000","$403,841,637",Ice Age: Collision Course
"$6,712,451",4/27/2001,"$105,000,000","$10,364,769",Town & Country
"$101,643,008",6/9/2000,"$103,300,000","$232,643,008",Gone in 60 Seconds
"$187,683,805",5/5/2000,"$103,000,000","$457,683,805",Gladiator
"$112,200,072",5/23/2013,"$103,000,000","$362,000,072",The Hangover 3
"$97,104,620",7/1/2009,"$102,500,000","$212,282,709",Public Enemies
"$167,365,000",11/17/2006,"$102,000,000","$594,420,283",Casino Royale
"$132,024,714",6/21/2002,"$102,000,000","$358,824,714",Minority Report
"$27,108,272",10/26/2012,"$102,000,000","$130,673,154",Cloud Atlas
$0,5/12/2017,"$102,000,000",$0,King Arthur: Legend of the Sword
"$261,987,880",11/15/2002,"$100,000,000","$878,979,634",Harry Potter and the Chamber of Secrets
"$201,858,746",7/2/1991,"$100,000,000","$513,815,401",Terminator 2: Judgment Day
"$184,031,112",6/16/1995,"$100,000,000","$336,529,144",Batman Forever
"$180,011,740",7/27/2001,"$100,000,000","$362,211,740",Planet of the Apes
"$173,005,002",11/19/2004,"$100,000,000","$331,323,410",National Treasure
"$162,805,434",12/25/2012,"$100,000,000","$449,948,323",Django Unchained
"$148,438,600",12/22/2010,"$100,000,000","$310,650,574",Little Fockers
"$146,282,411",7/15/1994,"$100,000,000","$365,300,000",True Lies
"$130,164,645",11/2/2007,"$100,000,000","$267,985,456",American Gangster
"$124,870,275",9/18/2009,"$100,000,000","$236,827,677",Cloudy with a Chance of Meatballs
"$119,219,978",8/6/2010,"$100,000,000","$170,936,470",The Other Guys
"$118,627,117",12/17/2004,"$100,000,000","$212,956,024",Lemony Snicket's A Series of Unfortunate Events
"$116,900,694",12/25/2013,"$100,000,000","$391,976,723",The Wolf of Wall Street
"$107,518,682",5/24/2013,"$100,000,000","$262,794,441",Epic
"$101,295,562",6/21/1996,"$100,000,000","$234,400,000",Eraser
"$100,138,851",6/21/1996,"$100,000,000","$325,500,000",The Hunchback of Notre Dame
"$89,296,573",12/15/2000,"$100,000,000","$169,296,573",The Emperor's New Groove
"$85,028,192",8/17/2012,"$100,000,000","$311,979,256",The Expendables 2
"$77,233,467",10/16/2009,"$100,000,000","$99,123,656",Where the Wild Things Are
"$75,030,163",12/15/2006,"$100,000,000","$249,488,115",Eragon
"$72,688,614",7/25/2014,"$100,000,000","$243,388,614",Hercules
"$67,631,157",12/10/2010,"$100,000,000","$278,731,369",The Tourist
"$66,889,043",11/24/1999,"$100,000,000","$212,026,975",End of Days
"$59,475,623",6/11/2004,"$100,000,000","$96,221,971",The Stepford Wives
"$58,867,694",6/8/2007,"$100,000,000","$145,395,745",Surf's Up
"$57,377,916",12/8/2006,"$100,000,000","$171,377,916",Blood Diamond
"$55,675,313",9/24/2010,"$100,000,000","$139,716,717",Legend of the Guardians: The Owls of Ga'Hoole
"$54,768,952",11/7/1997,"$100,000,000","$121,100,000",Starship Troopers
"$49,438,370",6/5/2009,"$100,000,000","$69,548,641",Land of the Lost
"$48,417,850",12/25/2003,"$100,000,000","$95,255,485",Peter Pan
"$40,202,379",7/23/2004,"$100,000,000","$82,145,379",Catwoman
"$39,322,544",8/15/2014,"$100,000,000","$209,461,378",The Expendables 3
"$38,120,554",11/27/2002,"$100,000,000","$91,800,000",Treasure Planet
"$35,497,337",3/12/2010,"$100,000,000","$97,523,020",Green Zone
